transport_mode,transport_km_day,electricity_kwh_day,diet_type,meals_per_day,clothes_per_month,electronics_per_year,beef_kg_day,chicken_kg_day,veggies_kg_day,em_transport,em_energy,em_food,em_shopping,em_total
Car (Petrol),9.851899871553425,8.410755058135805,Non-Veg Meal,2,1.8928274682599189,0.07161924258972596,0.2084818253077921,0.18426960191747283,0.07536412612287041,1.182227984586411,6.89681914767136,17.05119778878669,0.6407533445692504,26.78849870848561
Car (Petrol),8.369995723147614,4.398299284879336,Non-Veg Meal,2,1.927890440694917,0.6675289613445162,0.19971972013694886,0.24343062247146124,0.5480992483292251,1.0043994867777137,3.6066054136010552,18.16830223540915,0.7340724703701573,23.022466122684257
Car (Diesel),3.1388530989256083,9.20166724971595,Non-Veg Meal,3,1.8833771131824704,0.7082037288576586,0.2009265536427777,0.43412150721515597,0.6615470793580629,0.4708279648388412,7.545367144767078,24.7435495068557,0.7248065804933794,32.77833253564888
Car (Petrol),12.961143559902451,9.228720472399157,Vegetarian Meal,3,1.4741371520461437,1.0197357480202875,0.029997871643035655,0.009251900802923735,0.039052484601306225,1.5553372271882941,7.567550787367308,8.451885619104749,0.6310688791779777,18.46314458382808
Car (Diesel),9.247948290364002,5.120425240053715,Vegetarian Meal,3,0.5379088836583727,1.04339591671567,0.0555753058189805,0.1658763394351886,0.3777988474123073,1.3871922435546002,4.198748696844046,10.900677694039889,0.3222339087147548,16.700512532952754
Car (Diesel),9.964449096695908,9.191554598203076,Vegetarian Meal,3,4.097673726595833,0.9561558198376926,0.16599287039637037,0.210982421380785,0.4371165642994695,1.4946673645043862,7.537074770526522,14.311819336828355,1.4968714914914456,25.88059729481809
Bus,10.977554513014773,3.661552809823741,Vegetarian Meal,2,2.1655852363134294,1.559700903112137,0.10199188443423379,0.165650151973317,0.4180948368963044,0.8782043610411819,3.002473304055467,9.732956602132809,0.9355194033983765,13.870128273523369
Car (Petrol),17.613282752790894,0.5057817473546287,Vegan Meal,2,0.00493916977279496,1.7547035608697366,0.13371109891830116,0.0,0.12462448159386544,2.113593930334907,0.4147410328307955,6.859448633981862,0.2420167407283385,8.956972641648647
Car (Diesel),8.739026952404192,13.261245036742206,Non-Veg Meal,2,1.9650802095003064,0.0,0.16216059823814186,0.21193729676188863,0.3370849022268427,1.3108540428606288,10.874220930128608,16.514873304540547,0.6550267365001021,28.90028470428162
Car (Petrol),14.067871357416314,8.004978054323992,Vegan Meal,3,3.128936947623991,0.12089533624401128,0.026738260657126416,0.18029412035842793,0.32129840199574095,1.6881445628899576,6.564082004545673,7.108559272207048,1.0595399875062632,16.469780706457612
Bus,9.344785728646897,10.365136728812134,Non-Veg Meal,3,3.064718021669904,0.5467606657890802,0.1235326742445025,0.14617229503659748,0.41785009259647077,0.7475828582917519,8.49941211762595,20.179671225547033,1.096471395230938,28.62954937641534
Car (Petrol),15.82482541590673,4.383686047146771,Non-Veg Meal,1,0.7134342248958313,0.0,0.13042623201816284,0.2297199081330732,0.3231160061825367,1.8989790499088075,3.594622558660352,10.752807642973675,0.23781140829861044,15.34041886321405
Train,11.044890771719635,6.61016472185983,Vegetarian Meal,3,2.162665970385484,1.0695265563592709,0.11339200656507578,0.23557016009703916,0.6552609954096601,0.4970200847273835,5.42033507192506,13.497540272745937,0.8673991439676643,20.467165439438563
Bus,10.15750068999254,3.7394172589278662,Non-Veg Meal,2,0.6112026867690815,0.7505237328435501,0.20005770770986286,0.20613704702625943,0.23516970838554305,0.8126000551994033,3.06632215232085,17.294243149418573,0.3065456991755683,20.665865674621205
Car (Diesel),16.436476033805686,5.521055077733949,Non-Veg Meal,3,1.6879735874861044,0.0,0.1759211846409357,0.23144429744892575,0.2150457820268369,2.465471405070853,4.527265163741838,21.776929201756523,0.5626578624953681,27.202046444861317
Train,3.271065088453266,10.008558300036512,Vegetarian Meal,2,1.863454337839073,0.0,0.01061914038408003,0.16474652958174443,0.1891800467859711,0.14719792898039696,8.20701780602994,6.80182793805614,0.6211514459463576,16.538714015276785
Car (Petrol),23.983779184487965,2.470155841712094,Non-Veg Meal,3,3.1111161484996206,0.0,0.19494216733841652,0.41855586209757306,0.10223612777310989,2.8780535021385556,2.025527790203917,23.355946222156717,1.0370387161665402,28.371095506686213
Car (Petrol),9.45836036123497,4.438234761433767,Non-Veg Meal,3,0.0,1.1607872820305676,0.14534766675866095,0.35293366603294873,0.25586186953446205,1.1350032433481962,3.639352504375689,21.871353037180118,0.1590119564425435,28.345739688685082
Bike,15.246789664827189,8.28877944701081,Vegan Meal,2,2.038034439928251,0.07598436382792084,0.0941165666952958,0.0,0.4169483221314595,0.1524678966482719,6.796799146548865,6.375043945035905,0.6897536302721459,14.03401419382256
Walking,4.30419209843687,8.141460409447198,Vegan Meal,2,2.951178849021064,0.49154330490118037,0.08192646043825608,0.052269613721432115,0.2570501098807079,0.0,6.675997535746702,6.086774986272212,1.0510609823085528,14.017420996545315
Car (Petrol),8.799285917011654,4.765085033351372,Non-Veg Meal,2,0.0,1.927655896508326,0.33295967715642016,0.1513676881460802,0.059474293906972175,1.0559143100413984,3.907369727348125,20.153296919245243,0.264062451576483,25.112243426380676
Car (Diesel),10.282662300955984,5.4302284769332285,Vegan Meal,3,2.024507375286086,0.0,0.12195180390169327,0.2663221978335069,0.375794049865559,1.5423993451433975,4.452787351085247,10.381909970128033,0.6748357917620287,14.788150095151702
Bus,11.147980713554873,7.845770300905684,Non-Veg Meal,2,0.0,0.9150734920841116,0.1565721630322314,0.42173900155472543,0.3238740899292563,0.8918384570843898,6.433531646742661,17.785195692456366,0.12535253316220707,23.801525777133207
Car (Diesel),5.377555813307957,7.761777500408376,Vegan Meal,2,1.6773961146369405,1.6487631857821203,0.06057249774280396,0.0,0.3473655760283831,0.8066333719961936,6.364657550334869,5.3301885911124725,0.7849900088673984,13.202957777049983
Bus,9.945954368016706,5.755236690944637,Vegetarian Meal,2,1.9820668355255253,0.4340969126812238,0.0,0.2941812843929762,0.39085546329113596,0.7956763494413365,4.719294086574601,7.811561788893807,0.7201542756794523,14.302848293048244
Car (Diesel),4.099018733650551,8.50742368894301,Vegan Meal,4,1.9201885987249374,1.0713921988834105,0.06998432419348609,0.11801310406409492,0.44376278018722304,0.6148528100475826,6.976087424933268,9.591392731640825,0.7868289208832089,16.361214775797176
EV (Electric Car),8.872062488176292,4.6937775811681135,Vegan Meal,3,2.998374440296732,0.4788116547954896,0.05451357633241453,0.05768926686437591,0.3131357749980648,0.4436031244088146,3.848897616557853,6.9961940523355155,1.065048784408795,12.320634489999199
Car (Petrol),0.0,3.5198848592493164,Vegan Meal,1,0.5363615556311959,0.15939071890785173,0.06793372072887019,0.1535559069992316,0.3132409023213946,0.0,2.886305584584439,5.020228022616982,0.20062153026626872,7.652236684455055
Car (Petrol),11.658272752718826,9.147520864324047,Non-Veg Meal,2,2.0585489592742237,0.6449247189884397,0.21884908144256845,0.1983623849845644,0.455249547213435,1.398992730326259,7.500967108745718,18.188124749769713,0.7745288383409659,28.1894699752884
Walking,11.927492095270395,5.36792995691053,Vegetarian Meal,2,2.185749035274662,0.5543333324474153,0.018663183101160233,0.18845852756920015,0.5192028286023953,0.0,4.401702564666634,7.842675441163598,0.8045190846962227,13.036239147722835
Car (Petrol),3.0201678605800417,3.2313406743141972,Vegetarian Meal,3,2.2673172404612267,0.0018873566116387464,0.012827847483768431,0.25373764600672527,0.35874114964031695,0.362420143269605,2.649699352937642,10.314623938788786,0.7560309554886699,14.606302656783681
Car (Petrol),10.873974054429286,6.834431179363881,Vegan Meal,3,2.3070082819444706,0.0,0.0,0.14020944771818086,0.5281587639892904,1.3048768865315143,5.604233567078381,6.523762717234028,0.7690027606481569,14.959420276261776
Bus,0.8409875607262283,6.297104463021602,Non-Veg Meal,3,2.016297572101451,0.5397983123900136,0.12641216270490824,0.20137415500047853,0.3051102944172115,0.06727900485809826,5.163625659677714,20.412830651370246,0.7460441650004855,26.995411592196803
Bus,24.29253390517972,11.355505206216392,Vegetarian Meal,2,2.355019324297279,1.2477384866485313,0.10655273745224318,0.34995983204525327,0.4453056714291916,1.9434027124143776,9.311514269097442,11.182258095181197,0.9559295217952388,24.399468459621122
Car (Diesel),15.821437700233261,7.022374224006318,Vegetarian Meal,3,0.9438080411508748,0.0,0.18090899715804942,0.4074794409062844,0.5538830900443418,2.373215655034989,5.75834686368518,16.30391724560938,0.31460268038362493,24.316532186563176
Walking,20.10375072571594,6.0361595418054765,Vegan Meal,2,1.89699130449884,0.842270149897092,0.0018408729899321297,0.013856346582008372,0.3380405654214787,0.0,4.94965082428049,3.8213934929869824,0.7477099074215895,10.862382263953682
EV (Electric Car),17.365279971080458,6.0343363172743985,Non-Veg Meal,3,1.2970860152044523,0.04230096182819931,0.17093688734358423,0.1104682092016984,0.16245266916152803,0.8682639985540229,4.948155780165006,20.70243194009155,0.4381566573733836,25.31422254652069
Car (Diesel),14.347587959599409,0.6398774658957667,Vegan Meal,3,2.559223738896321,1.5180857900196671,0.08233479241408759,0.0,0.1874451758962909,2.152138193939911,0.5246995220345286,7.097929746972946,1.0610315371690477,10.54986622358766
Car (Diesel),14.275680206190978,9.861993334815196,Non-Veg Meal,2,0.2557941211391306,0.5766253820923716,0.19303387168863148,0.17575001055327152,0.2633158837883516,2.1413520309286467,8.08683453454846,16.951221375987327,0.16425448541519488,28.57598466748971
Bus,8.976253551536338,4.115801748823878,Non-Veg Meal,2,1.744104388978352,0.9912428159964859,0.11163425993450551,0.14225106513615055,0.5656665409874693,0.718100284122907,3.3749574340355797,15.126990449646026,0.717154816782257,20.687560856878605
Walking,13.90913692604747,2.513761461797139,Vegetarian Meal,2,1.529109946576669,0.8216420946228893,0.07294334867449274,0.3457027794714202,0.0,0.0,2.0612843986736538,9.354819592564104,0.622257027117733,12.331729266796382
Bike,21.36862921082144,2.616657705324858,Non-Veg Meal,2,0.6056539539224712,0.5716165964838721,0.2656491170210703,0.42048640105850243,0.2996091162439778,0.21368629210821438,2.1456593183663837,20.67310055936052,0.2801882946614455,24.09980731553895
EV (Electric Car),12.21345886190775,11.261073080103243,Non-Veg Meal,3,1.8654744726428345,3.025197575557274,0.23107713449068734,0.11512825640582439,0.4953496805413786,0.6106729430953876,9.234079925684659,23.024166961531506,1.0362354510029457,30.372988838093917
EV (Electric Car),9.061498902592746,8.725804079676333,Vegetarian Meal,3,1.5139852218652925,1.0356081886238044,0.10549795384616895,0.0,0.44998590029143004,0.4530749451296373,7.155159345334593,11.248416554429422,0.6465258760496826,21.05299538604013
Car (Petrol),3.346205186643532,5.824766268423953,Non-Veg Meal,2,2.3310318576679743,0.0,0.15558337507364645,0.12981510380803993,0.3430119094490991,0.4015446223972238,4.776308340107641,15.782499162162127,0.777010619222658,21.515760157235494
Car (Petrol),5.952642302258732,8.172848032368684,Non-Veg Meal,2,0.0,0.7913764949494821,0.16674196093281876,0.187589586371044,0.3458026315204673,0.7143170762710478,6.70173538654232,16.488006354187245,0.10840773903417564,25.508316175241646
EV (Electric Car),17.685897659089797,2.6666852972473256,Non-Veg Meal,2,1.788916667168707,1.6714631650525118,0.15411963370562937,0.0,0.09440107060844366,0.8842948829544899,2.1866819437428067,14.35003225126888,0.8252731125794108,16.39106720045438
Bus,8.653626675028711,4.7748341182358205,Vegetarian Meal,2,2.549339610543407,0.32678788602304193,0.028260922431467425,0.2574650646224554,0.1196536895110821,0.6922901340022969,3.9153639769533726,7.778861230566727,0.8945453340199085,13.451435768650645
Bus,12.615319102357601,5.5576725302454975,Vegetarian Meal,2,3.5602981705240784,0.6421979855403306,0.0033790133017863183,0.20839034971937906,0.18856321995218475,1.009225528188608,4.557291474801308,6.906253212116315,1.274738383627706,13.360170977336438
Car (Petrol),14.382199800092947,7.6667462659503745,Vegetarian Meal,3,2.6575077580211337,1.8054112295943037,0.11176480442754333,0.36361144545028384,0.06788023580389135,1.7258639760111536,6.286731938079306,13.162329164758411,1.1331525261341182,22.946222642025507
Car (Petrol),6.797968462059442,6.357677583382176,Non-Veg Meal,2,3.382174880204049,0.6811961425057352,0.20482753903141282,0.1721276804090918,0.36135699319352504,0.8157562154471331,5.213295618373384,17.44073853505793,1.2207061668039618,25.08192788109487
Car (Petrol),14.689944395838957,9.495922606641532,Non-Veg Meal,3,2.089546886035602,0.0,0.17472739545506277,0.3128347357860307,0.47989529576257295,1.7627933275006749,7.7866565374460555,22.835989945735452,0.696515628678534,33.68743428563792
EV (Electric Car),17.318363757407717,7.472300126981457,Vegetarian Meal,3,1.1443016844289653,1.0350888798531166,0.0,0.24594628836620594,0.0,0.8659181878703859,6.127286104124795,9.197029389726822,0.5232268920498081,15.828531565962791
Bus,14.710611605645905,7.4325880118003855,Vegetarian Meal,2,2.870540988614132,0.46117890789912674,0.21457521874417912,0.19976961761883846,0.41120542653219,1.1768489284516723,6.094722169676316,12.9943521207272,1.0200221890676047,21.22531332813868
Car (Petrol),12.786162697160517,2.9929680579275963,Non-Veg Meal,2,0.1352583477984346,0.6209175500614237,0.1354684743601538,0.3109229308624921,0.3551917811277883,1.534339523659262,2.454233807500629,16.513400592930925,0.13014331457136272,20.44625585589109
Car (Petrol),11.362908416264542,6.669366055218498,Non-Veg Meal,2,0.45841236737872815,1.573275450781771,0.15525978766771617,0.02997894888837513,0.41657190640746566,1.3635490099517449,5.4688801652791685,15.232012827173056,0.3683213074981748,22.988321956434177
EV (Electric Car),2.8157084564597614,6.688445146390819,Non-Veg Meal,3,2.131981483761395,0.0,0.19986240929977173,0.16368562886354643,0.27758147619130324,0.1407854228229881,5.484525020040471,22.080878842634913,0.7106604945871318,29.822484985441644
Car (Diesel),20.87564706404538,11.383110163801078,Non-Veg Meal,2,1.852720163026343,1.3367760102489705,0.1872706769579677,0.21569170254938533,0.4735629697814273,3.131347059606807,9.334150334316883,17.491706965018743,0.8006933890794162,30.98931389915586
Train,7.624278381758031,4.756580802492424,Vegetarian Meal,3,1.840209976868338,1.269055469541533,0.05750951222614342,0.29074977963557674,0.40682639051875913,0.3430925271791114,3.9003962580437874,11.87258309062887,0.7872465406284688,15.824741089234198
Car (Diesel),20.653828747117466,4.497765768729252,Non-Veg Meal,2,0.47895483932167804,0.8365213230602735,0.16356896966722576,0.15958016388312887,0.44295529482237184,3.0980743120676197,3.6881679303579866,16.40337590145343,0.2742435751702772,23.590072434628045
Train,13.896287223865718,7.229485371986078,Vegetarian Meal,1,1.1355617477355389,0.0,0.08216359560786772,0.19944404333307858,0.506829841218452,0.6253329250739573,5.928178005028584,7.1082406628475745,0.37852058257851295,15.873283221424568
EV (Electric Car),13.216650289514204,4.4989167678093,Vegan Meal,2,1.4986073485566511,1.4902954218725375,0.04653371924063459,0.11668143670910011,0.4516102053038453,0.6608325144757102,3.689111749603626,5.964732743397615,0.7036858406429756,11.925177045254413
Car (Diesel),17.843364769304408,8.095699036114516,Non-Veg Meal,2,0.64079398142443,0.42363619616788434,0.2125556677975176,0.08532497991183227,0.41562683729298044,2.676504715395661,6.6384732096139025,17.158999066510578,0.2716303494475796,22.76800120193455
Bike,10.775588493366907,6.328943263722026,Vegetarian Meal,2,2.9720145664901336,0.9048896897910961,0.10467031508095778,0.21420174960658456,0.4167090227292849,0.10775588493366907,5.189733476252061,10.137508624929863,1.1146290139155828,16.602042278363943
Bus,20.72430108874475,4.630586567325833,Non-Veg Meal,2,1.439748153598713,0.0496262133968467,0.20730142322085118,0.37341511483118406,0.33839657302687187,1.6579440870995799,3.7970809852071827,18.850495865351895,0.48671416262379663,25.947701420867165
Bike,5.312298221592439,5.312122039343076,Non-Veg Meal,2,1.7267860461091353,1.7233092384189774,0.34855265167377014,0.12960978979149193,0.5652950234968159,0.05312298221592439,4.355940072261322,21.43581919174672,0.8116651073905763,26.413536921396474
Car (Petrol),11.092514119521745,7.297783355178456,Vegetarian Meal,3,1.0916668371733307,0.0,0.0,0.27838938599374724,0.30849498648714296,1.3311016943426093,5.984182351246334,10.037876736331143,0.3638889457244435,17.309477042073183
Bus,12.051033760338921,8.384796758746884,Non-Veg Meal,2,2.7262929556489497,1.9054298520871424,0.20967339931937118,0.31683962136129085,0.5362939995220717,0.9640827008271137,6.875533342172444,18.91996316806007,1.1697821065067928,27.55655431647006
Bus,15.684595062675742,7.795041141224648,Non-Veg Meal,2,2.2007231568595857,0.0,0.1323240326924967,0.3564278081369705,0.4760330244041296,1.2547676050140593,6.391933735804211,16.984166807650766,0.7335743856198619,26.064741457650666
Bike,10.369953697876246,2.5432534761696974,Non-Veg Meal,3,1.5789887163400096,1.5935763351296912,0.15832377449979326,0.2422441366163509,0.20170592758480907,0.10369953697876247,2.085467850459152,21.34963830931686,0.7446277002132942,22.888993690410413
Car (Petrol),12.01865130111382,3.7505599851464475,Non-Veg Meal,2,1.229844870662904,2.0399388695873784,0.17409323986152722,0.17073246677871948,0.03538235635847875,1.4422381561336584,3.075459187820087,15.949336209751358,0.6893919709863623,22.413845671182447
Bike,10.421559453261883,3.9424419714700716,Vegan Meal,2,2.7884442493182524,0.8431932438352576,0.0822336701852946,0.009344426274499888,0.35056943774321886,0.10421559453261883,3.2328024166054585,5.985924511783441,1.0449873402524663,10.338903292636243
Bus,0.0,0.0,Vegetarian Meal,3,2.1901044247640122,1.1311610386192328,0.05694524522716579,0.32228524318901147,0.5045293104729096,0.0,0.0,12.270348420083474,0.8849883751888123,12.540308833387666
